ds,y,category
2017-05-24,72.0,Cleats
2017-05-25,77.0,Cleats
2017-05-26,68.0,Cleats
2017-05-27,80.0,Cleats
2017-05-28,59.0,Cleats
2017-05-29,74.0,Cleats
2017-05-30,93.0,Cleats
2017-05-31,51.0,Cleats
2017-06-01,62.0,Cleats
2017-06-02,63.0,Cleats
2017-06-03,53.0,Cleats
2017-06-04,46.0,Cleats
2017-06-05,75.0,Cleats
2017-06-06,41.0,Cleats
2017-06-07,58.0,Cleats
2017-06-08,57.0,Cleats
2017-06-09,60.0,Cleats
2017-06-10,65.0,Cleats
2017-06-11,83.0,Cleats
2017-06-12,60.0,Cleats
2017-06-13,39.0,Cleats
2017-06-14,53.0,Cleats
2017-06-15,48.0,Cleats
2017-06-16,76.0,Cleats
2017-06-17,51.0,Cleats
2017-06-18,52.0,Cleats
2017-06-19,57.0,Cleats
2017-06-20,69.0,Cleats
2017-06-21,84.0,Cleats
2017-06-22,45.0,Cleats
2017-06-23,91.0,Cleats
2017-06-24,65.0,Cleats
2017-06-25,60.0,Cleats
2017-06-26,62.0,Cleats
2017-06-27,62.0,Cleats
2017-06-28,66.0,Cleats
2017-06-29,51.0,Cleats
2017-06-30,68.0,Cleats
2017-07-01,56.0,Cleats
2017-07-02,107.0,Cleats
2017-07-03,90.0,Cleats
2017-07-04,88.0,Cleats
2017-07-05,58.0,Cleats
2017-07-06,71.0,Cleats
2017-07-07,72.0,Cleats
2017-07-08,55.0,Cleats
2017-07-09,77.0,Cleats
2017-07-10,52.0,Cleats
2017-07-11,103.0,Cleats
2017-07-12,63.0,Cleats
2017-07-13,63.0,Cleats
2017-07-14,85.0,Cleats
2017-07-15,70.0,Cleats
2017-07-16,69.0,Cleats
2017-07-17,91.0,Cleats
2017-07-18,68.0,Cleats
2017-07-19,99.0,Cleats
2017-07-20,53.0,Cleats
2017-07-21,38.0,Cleats
2017-07-22,82.0,Cleats
2017-07-23,59.0,Cleats
2017-07-24,72.0,Cleats
2017-07-25,64.0,Cleats
2017-07-26,84.0,Cleats
2017-07-27,67.0,Cleats
2017-07-28,73.0,Cleats
2017-07-29,71.0,Cleats
2017-07-30,56.0,Cleats
2017-07-31,43.0,Cleats
2017-08-01,76.0,Cleats
2017-08-02,60.0,Cleats
2017-08-03,77.0,Cleats
2017-08-04,69.0,Cleats
2017-08-05,65.0,Cleats
2017-08-06,71.0,Cleats
2017-08-07,76.0,Cleats
2017-08-08,60.0,Cleats
2017-08-09,86.0,Cleats
2017-08-10,79.0,Cleats
2017-08-11,76.0,Cleats
2017-08-12,69.0,Cleats
2017-08-13,59.0,Cleats
2017-08-14,59.0,Cleats
2017-08-15,51.0,Cleats
2017-08-16,65.0,Cleats
2017-08-17,84.0,Cleats
2017-08-18,46.0,Cleats
2017-08-19,72.0,Cleats
2017-08-20,88.0,Cleats
2017-08-21,78.0,Cleats
2017-08-22,61.0,Cleats
2017-08-23,72.0,Cleats
2017-08-24,79.0,Cleats
2017-08-25,52.0,Cleats
2017-08-26,104.0,Cleats
2017-08-27,64.0,Cleats
2017-08-28,67.0,Cleats
2017-08-29,96.0,Cleats
2017-08-30,78.0,Cleats
2017-08-31,76.0,Cleats
2017-09-01,78.0,Cleats
2017-09-02,62.0,Cleats
2017-09-03,93.0,Cleats
2017-09-04,54.0,Cleats
2017-09-05,62.0,Cleats
2017-09-06,68.0,Cleats
2017-09-07,45.0,Cleats
2017-09-08,85.0,Cleats
2017-09-09,74.0,Cleats
2017-09-10,72.0,Cleats
2017-09-11,72.0,Cleats
2017-09-12,62.0,Cleats
2017-09-13,76.0,Cleats
2017-09-14,60.0,Cleats
2017-09-15,71.0,Cleats
2017-09-16,80.0,Cleats
2017-09-17,71.0,Cleats
2017-09-18,50.0,Cleats
2017-09-19,39.0,Cleats
2017-09-20,98.0,Cleats
2017-09-21,81.0,Cleats
2017-09-22,45.0,Cleats
2017-09-23,74.0,Cleats
2017-09-24,59.0,Cleats
2017-09-25,62.0,Cleats
2017-09-26,66.0,Cleats
2017-09-27,68.0,Cleats
2017-09-28,42.0,Cleats
2017-09-29,40.0,Cleats
2017-09-30,86.0,Cleats
2017-10-01,86.0,Cleats
2017-10-02,34.0,Cleats
2015-01-01,54.0,Women's Apparel
2015-01-02,50.0,Women's Apparel
2015-01-03,44.0,Women's Apparel
2015-01-04,75.0,Women's Apparel
2015-01-05,39.0,Women's Apparel
2015-01-06,28.0,Women's Apparel
2015-01-07,58.0,Women's Apparel
2015-01-08,70.0,Women's Apparel
2015-01-09,48.0,Women's Apparel
2015-01-10,52.0,Women's Apparel
2015-01-11,63.0,Women's Apparel
2015-01-12,86.0,Women's Apparel
2015-01-13,74.0,Women's Apparel
2015-01-14,77.0,Women's Apparel
2015-01-15,65.0,Women's Apparel
2015-01-16,55.0,Women's Apparel
2015-01-17,50.0,Women's Apparel
2015-01-18,57.0,Women's Apparel
2015-01-19,50.0,Women's Apparel
2015-01-20,61.0,Women's Apparel
2015-01-21,43.0,Women's Apparel
2015-01-22,76.0,Women's Apparel
2015-01-23,24.0,Women's Apparel
2015-01-24,44.0,Women's Apparel
2015-01-25,44.0,Women's Apparel
2015-01-26,38.0,Women's Apparel
2015-01-27,68.0,Women's Apparel
2015-01-28,65.0,Women's Apparel
2015-01-29,83.0,Women's Apparel
2015-01-30,66.0,Women's Apparel
2015-01-31,62.0,Women's Apparel
2015-02-01,81.0,Women's Apparel
2015-02-02,67.0,Women's Apparel
2015-02-03,44.0,Women's Apparel
2015-02-04,48.0,Women's Apparel
2015-02-05,24.0,Women's Apparel
2015-02-06,46.0,Women's Apparel
2015-02-07,67.0,Women's Apparel
2015-02-08,70.0,Women's Apparel
2015-02-09,46.0,Women's Apparel
2015-02-10,57.0,Women's Apparel
2015-02-11,67.0,Women's Apparel
2015-02-12,35.0,Women's Apparel
2015-02-13,76.0,Women's Apparel
2015-02-14,38.0,Women's Apparel
2015-02-15,58.0,Women's Apparel
2015-02-16,71.0,Women's Apparel
2015-02-17,68.0,Women's Apparel
2015-02-18,76.0,Women's Apparel
2015-02-19,82.0,Women's Apparel
2015-02-20,61.0,Women's Apparel
2015-02-21,63.0,Women's Apparel
2015-02-22,72.0,Women's Apparel
2015-02-23,75.0,Women's Apparel
2015-02-24,82.0,Women's Apparel
2015-02-25,57.0,Women's Apparel
2015-02-26,59.0,Women's Apparel
2015-02-27,47.0,Women's Apparel
2015-02-28,59.0,Women's Apparel
2015-03-01,62.0,Women's Apparel
2015-03-02,85.0,Women's Apparel
2015-03-03,65.0,Women's Apparel
2015-03-04,63.0,Women's Apparel
2015-03-05,38.0,Women's Apparel
2015-03-06,56.0,Women's Apparel
2015-03-07,35.0,Women's Apparel
2015-03-08,66.0,Women's Apparel
2015-03-09,77.0,Women's Apparel
2015-03-10,58.0,Women's Apparel
2015-03-11,43.0,Women's Apparel
2015-03-12,44.0,Women's Apparel
2015-03-13,51.0,Women's Apparel
2015-03-14,75.0,Women's Apparel
2015-03-15,63.0,Women's Apparel
2015-03-16,57.0,Women's Apparel
2015-03-17,51.0,Women's Apparel
2015-03-18,67.0,Women's Apparel
2015-03-19,80.0,Women's Apparel
2015-03-20,43.0,Women's Apparel
2015-03-21,42.0,Women's Apparel
2015-03-22,67.0,Women's Apparel
2015-03-23,54.0,Women's Apparel
2015-03-24,74.0,Women's Apparel
2015-03-25,44.0,Women's Apparel
2015-03-26,63.0,Women's Apparel
2015-03-27,57.0,Women's Apparel
2015-03-28,80.0,Women's Apparel
2015-03-29,91.0,Women's Apparel
2015-03-30,79.0,Women's Apparel
2015-03-31,86.0,Women's Apparel
2015-04-01,47.0,Women's Apparel
2015-04-02,54.0,Women's Apparel
2015-04-03,65.0,Women's Apparel
2015-04-04,60.0,Women's Apparel
2015-04-05,50.0,Women's Apparel
2015-04-06,56.0,Women's Apparel
2015-04-07,91.0,Women's Apparel
2015-04-08,44.0,Women's Apparel
2015-04-09,68.0,Women's Apparel
2015-04-10,84.0,Women's Apparel
2015-04-11,49.0,Women's Apparel
2015-04-12,97.0,Women's Apparel
2015-04-13,51.0,Women's Apparel
2015-04-14,62.0,Women's Apparel
2015-04-15,60.0,Women's Apparel
2015-04-16,72.0,Women's Apparel
2015-04-17,98.0,Women's Apparel
2015-04-18,45.0,Women's Apparel
2015-04-19,67.0,Women's Apparel
2015-04-20,39.0,Women's Apparel
2015-04-21,43.0,Women's Apparel
2015-04-22,54.0,Women's Apparel
2015-04-23,50.0,Women's Apparel
2015-04-24,58.0,Women's Apparel
2015-04-25,51.0,Women's Apparel
2015-04-26,64.0,Women's Apparel
2015-04-27,55.0,Women's Apparel
2015-04-28,51.0,Women's Apparel
2015-04-29,89.0,Women's Apparel
2015-04-30,68.0,Women's Apparel
2015-05-01,71.0,Women's Apparel
2015-05-02,63.0,Women's Apparel
2015-05-03,51.0,Women's Apparel
2015-05-04,54.0,Women's Apparel
2015-05-05,40.0,Women's Apparel
2015-05-06,79.0,Women's Apparel
2015-05-07,75.0,Women's Apparel
2015-05-08,37.0,Women's Apparel
2015-05-09,67.0,Women's Apparel
2015-05-10,43.0,Women's Apparel
2015-05-11,48.0,Women's Apparel
2015-05-12,49.0,Women's Apparel
2015-05-13,78.0,Women's Apparel
2015-05-14,65.0,Women's Apparel
2015-05-15,65.0,Women's Apparel
2015-05-16,42.0,Women's Apparel
2015-05-17,50.0,Women's Apparel
2015-05-18,68.0,Women's Apparel
2015-05-19,50.0,Women's Apparel
2015-05-20,62.0,Women's Apparel
2015-05-21,46.0,Women's Apparel
2015-05-22,43.0,Women's Apparel
2015-05-23,66.0,Women's Apparel
2015-05-24,73.0,Women's Apparel
2015-05-25,50.0,Women's Apparel
2015-05-26,67.0,Women's Apparel
2015-05-27,70.0,Women's Apparel
2015-05-28,77.0,Women's Apparel
2015-05-29,82.0,Women's Apparel
2015-05-30,55.0,Women's Apparel
2015-05-31,44.0,Women's Apparel
2015-06-01,65.0,Women's Apparel
2015-06-02,76.0,Women's Apparel
2015-06-03,22.0,Women's Apparel
2015-06-04,57.0,Women's Apparel
2015-06-05,48.0,Women's Apparel
2015-06-06,62.0,Women's Apparel
2015-06-07,60.0,Women's Apparel
2015-06-08,58.0,Women's Apparel
2015-06-09,42.0,Women's Apparel
2015-06-10,59.0,Women's Apparel
2015-06-11,39.0,Women's Apparel
2015-06-12,56.0,Women's Apparel
2015-06-13,42.0,Women's Apparel
2015-06-14,102.0,Women's Apparel
2015-06-15,55.0,Women's Apparel
2015-06-16,40.0,Women's Apparel
2015-06-17,64.0,Women's Apparel
2015-06-18,68.0,Women's Apparel
2015-06-19,72.0,Women's Apparel
2015-06-20,44.0,Women's Apparel
2015-06-21,44.0,Women's Apparel
2015-06-22,68.0,Women's Apparel
2015-06-23,80.0,Women's Apparel
2015-06-24,65.0,Women's Apparel
2015-06-25,68.0,Women's Apparel
2015-06-26,56.0,Women's Apparel
2015-06-27,39.0,Women's Apparel
2015-06-28,38.0,Women's Apparel
2015-06-29,51.0,Women's Apparel
2015-06-30,52.0,Women's Apparel
2015-07-01,71.0,Women's Apparel
2015-07-02,90.0,Women's Apparel
2015-07-03,63.0,Women's Apparel
2015-07-04,50.0,Women's Apparel
2015-07-05,66.0,Women's Apparel
2015-07-06,37.0,Women's Apparel
2015-07-07,72.0,Women's Apparel
2015-07-08,75.0,Women's Apparel
2015-07-09,73.0,Women's Apparel
2015-07-10,85.0,Women's Apparel
2015-07-11,73.0,Women's Apparel
2015-07-12,57.0,Women's Apparel
2015-07-13,63.0,Women's Apparel
2015-07-14,110.0,Women's Apparel
2015-07-15,94.0,Women's Apparel
2015-07-16,69.0,Women's Apparel
2015-07-17,68.0,Women's Apparel
2015-07-18,63.0,Women's Apparel
2015-07-19,57.0,Women's Apparel
2015-07-20,72.0,Women's Apparel
2015-07-21,58.0,Women's Apparel
2015-07-22,49.0,Women's Apparel
2015-07-23,38.0,Women's Apparel
2015-07-24,60.0,Women's Apparel
2015-07-25,46.0,Women's Apparel
2015-07-26,78.0,Women's Apparel
2015-07-27,107.0,Women's Apparel
2015-07-28,64.0,Women's Apparel
2015-07-29,80.0,Women's Apparel
2015-07-30,65.0,Women's Apparel
2015-07-31,43.0,Women's Apparel
2015-08-01,41.0,Women's Apparel
2015-08-02,41.0,Women's Apparel
2015-08-03,49.0,Women's Apparel
2015-08-04,46.0,Women's Apparel
2015-08-05,81.0,Women's Apparel
2015-08-06,66.0,Women's Apparel
2015-08-07,68.0,Women's Apparel
2015-08-08,45.0,Women's Apparel
2015-08-09,43.0,Women's Apparel
2015-08-10,62.0,Women's Apparel
2015-08-11,62.0,Women's Apparel
2015-08-12,74.0,Women's Apparel
2015-08-13,60.0,Women's Apparel
2015-08-14,70.0,Women's Apparel
2015-08-15,61.0,Women's Apparel
2015-08-16,59.0,Women's Apparel
2015-08-17,52.0,Women's Apparel
2015-08-18,47.0,Women's Apparel
2015-08-19,85.0,Women's Apparel
2015-08-20,49.0,Women's Apparel
2015-08-21,76.0,Women's Apparel
2015-08-22,57.0,Women's Apparel
2015-08-23,54.0,Women's Apparel
2015-08-24,34.0,Women's Apparel
2015-08-25,47.0,Women's Apparel
2015-08-26,64.0,Women's Apparel
2015-08-27,70.0,Women's Apparel
2015-08-28,67.0,Women's Apparel
2015-08-29,73.0,Women's Apparel
2015-08-30,43.0,Women's Apparel
2015-08-31,66.0,Women's Apparel
2015-09-01,43.0,Women's Apparel
2015-09-02,53.0,Women's Apparel
2015-09-03,55.0,Women's Apparel
2015-09-04,44.0,Women's Apparel
2015-09-05,57.0,Women's Apparel
2015-09-06,62.0,Women's Apparel
2015-09-07,54.0,Women's Apparel
2015-09-08,26.0,Women's Apparel
2015-09-09,44.0,Women's Apparel
2015-09-10,42.0,Women's Apparel
2015-09-11,98.0,Women's Apparel
2015-09-12,43.0,Women's Apparel
2015-09-13,43.0,Women's Apparel
2015-09-14,66.0,Women's Apparel
2015-09-15,42.0,Women's Apparel
2015-09-16,69.0,Women's Apparel
2015-09-17,56.0,Women's Apparel
2015-09-18,74.0,Women's Apparel
2015-09-19,55.0,Women's Apparel
2015-09-20,80.0,Women's Apparel
2015-09-21,89.0,Women's Apparel
2015-09-22,70.0,Women's Apparel
2015-09-23,104.0,Women's Apparel
2015-09-24,67.0,Women's Apparel
2015-09-25,49.0,Women's Apparel
2015-09-26,69.0,Women's Apparel
2015-09-27,66.0,Women's Apparel
2015-09-28,57.0,Women's Apparel
2015-09-29,55.0,Women's Apparel
2015-09-30,51.0,Women's Apparel
2015-10-01,77.0,Women's Apparel
2015-10-02,79.0,Women's Apparel
2015-10-03,46.0,Women's Apparel
2015-10-04,35.0,Women's Apparel
2015-10-05,62.0,Women's Apparel
2015-10-06,73.0,Women's Apparel
2015-10-07,58.0,Women's Apparel
2015-10-08,70.0,Women's Apparel
2015-10-09,67.0,Women's Apparel
2015-10-10,52.0,Women's Apparel
2015-10-11,69.0,Women's Apparel
2015-10-12,73.0,Women's Apparel
2015-10-13,85.0,Women's Apparel
2015-10-14,72.0,Women's Apparel
2015-10-15,64.0,Women's Apparel
2015-10-16,62.0,Women's Apparel
2015-10-17,50.0,Women's Apparel
2015-10-18,73.0,Women's Apparel
2015-10-19,38.0,Women's Apparel
2015-10-20,75.0,Women's Apparel
2015-10-21,98.0,Women's Apparel
2015-10-22,71.0,Women's Apparel
2015-10-23,35.0,Women's Apparel
2015-10-24,42.0,Women's Apparel
2015-10-25,52.0,Women's Apparel
2015-10-26,42.0,Women's Apparel
2015-10-27,85.0,Women's Apparel
2015-10-28,60.0,Women's Apparel
2015-10-29,39.0,Women's Apparel
2015-10-30,71.0,Women's Apparel
2015-10-31,15.0,Women's Apparel
2015-11-01,34.0,Women's Apparel
2015-11-02,72.0,Women's Apparel
2015-11-03,40.0,Women's Apparel
2015-11-04,57.0,Women's Apparel
2015-11-05,83.0,Women's Apparel
2015-11-06,76.0,Women's Apparel
2015-11-07,54.0,Women's Apparel
2015-11-08,40.0,Women's Apparel
2015-11-09,50.0,Women's Apparel
2015-11-10,36.0,Women's Apparel
2015-11-11,60.0,Women's Apparel
2015-11-12,45.0,Women's Apparel
2015-11-13,86.0,Women's Apparel
2015-11-14,63.0,Women's Apparel
2015-11-15,70.0,Women's Apparel
2015-11-16,45.0,Women's Apparel
2015-11-17,54.0,Women's Apparel
2015-11-18,71.0,Women's Apparel
2015-11-19,80.0,Women's Apparel
2015-11-20,55.0,Women's Apparel
2015-11-21,47.0,Women's Apparel
2015-11-22,49.0,Women's Apparel
2015-11-23,62.0,Women's Apparel
2015-11-24,36.0,Women's Apparel
2015-11-25,77.0,Women's Apparel
2015-11-26,24.0,Women's Apparel
2015-11-27,38.0,Women's Apparel
2015-11-28,54.0,Women's Apparel
2015-11-29,55.0,Women's Apparel
2015-11-30,84.0,Women's Apparel
2015-12-01,52.0,Women's Apparel
2015-12-02,67.0,Women's Apparel
2015-12-03,77.0,Women's Apparel
2015-12-04,71.0,Women's Apparel
2015-12-05,41.0,Women's Apparel
2015-12-06,31.0,Women's Apparel
2015-12-07,29.0,Women's Apparel
2015-12-08,39.0,Women's Apparel
2015-12-09,69.0,Women's Apparel
2015-12-10,39.0,Women's Apparel
2015-12-11,42.0,Women's Apparel
2015-12-12,47.0,Women's Apparel
2015-12-13,92.0,Women's Apparel
2015-12-14,31.0,Women's Apparel
2015-12-15,67.0,Women's Apparel
2015-12-16,71.0,Women's Apparel
2015-12-17,63.0,Women's Apparel
2015-12-18,34.0,Women's Apparel
2015-12-19,35.0,Women's Apparel
2015-12-20,60.0,Women's Apparel
2015-12-21,35.0,Women's Apparel
2015-12-22,64.0,Women's Apparel
2015-12-23,83.0,Women's Apparel
2015-12-24,76.0,Women's Apparel
2015-12-25,77.0,Women's Apparel
2015-12-26,71.0,Women's Apparel
2015-12-27,68.0,Women's Apparel
2015-12-28,58.0,Women's Apparel
2015-12-29,60.0,Women's Apparel
2015-12-30,62.0,Women's Apparel
2015-12-31,83.0,Women's Apparel
2016-01-01,78.0,Women's Apparel
2016-01-02,45.0,Women's Apparel
2016-01-03,73.0,Women's Apparel
2016-01-04,45.0,Women's Apparel
2016-01-05,68.0,Women's Apparel
2016-01-06,90.0,Women's Apparel
2016-01-07,58.0,Women's Apparel
2016-01-08,74.0,Women's Apparel
2016-01-09,79.0,Women's Apparel
2016-01-10,46.0,Women's Apparel
2016-01-11,48.0,Women's Apparel
2016-01-12,77.0,Women's Apparel
2016-01-13,48.0,Women's Apparel
2016-01-14,85.0,Women's Apparel
2016-01-15,58.0,Women's Apparel
2016-01-16,53.0,Women's Apparel
2016-01-17,65.0,Women's Apparel
2016-01-18,65.0,Women's Apparel
2016-01-19,59.0,Women's Apparel
2016-01-20,57.0,Women's Apparel
2016-01-21,89.0,Women's Apparel
2016-01-22,65.0,Women's Apparel
2016-01-23,67.0,Women's Apparel
2016-01-24,70.0,Women's Apparel
2016-01-25,50.0,Women's Apparel
2016-01-26,82.0,Women's Apparel
2016-01-27,79.0,Women's Apparel
2016-01-28,55.0,Women's Apparel
2016-01-29,89.0,Women's Apparel
2016-01-30,34.0,Women's Apparel
2016-01-31,63.0,Women's Apparel
2016-02-01,56.0,Women's Apparel
2016-02-02,45.0,Women's Apparel
2016-02-03,60.0,Women's Apparel
2016-02-04,48.0,Women's Apparel
2016-02-05,39.0,Women's Apparel
2016-02-06,57.0,Women's Apparel
2016-02-07,70.0,Women's Apparel
2016-02-08,39.0,Women's Apparel
2016-02-09,61.0,Women's Apparel
2016-02-10,90.0,Women's Apparel
2016-02-11,66.0,Women's Apparel
2016-02-12,73.0,Women's Apparel
2016-02-13,60.0,Women's Apparel
2016-02-14,77.0,Women's Apparel
2016-02-15,50.0,Women's Apparel
2016-02-16,40.0,Women's Apparel
2016-02-17,45.0,Women's Apparel
2016-02-18,55.0,Women's Apparel
2016-02-19,54.0,Women's Apparel
2016-02-20,70.0,Women's Apparel
2016-02-21,78.0,Women's Apparel
2016-02-22,50.0,Women's Apparel
2016-02-23,67.0,Women's Apparel
2016-02-24,70.0,Women's Apparel
2016-02-25,58.0,Women's Apparel
2016-02-26,59.0,Women's Apparel
2016-02-27,20.0,Women's Apparel
2016-02-28,46.0,Women's Apparel
2016-02-29,53.0,Women's Apparel
2016-03-01,52.0,Women's Apparel
2016-03-02,75.0,Women's Apparel
2016-03-03,62.0,Women's Apparel
2016-03-04,54.0,Women's Apparel
2016-03-05,60.0,Women's Apparel
2016-03-06,90.0,Women's Apparel
2016-03-07,49.0,Women's Apparel
2016-03-08,38.0,Women's Apparel
2016-03-09,56.0,Women's Apparel
2016-03-10,69.0,Women's Apparel
2016-03-11,40.0,Women's Apparel
2016-03-12,52.0,Women's Apparel
2016-03-13,46.0,Women's Apparel
2016-03-14,45.0,Women's Apparel
2016-03-15,61.0,Women's Apparel
2016-03-16,39.0,Women's Apparel
2016-03-17,50.0,Women's Apparel
2016-03-18,84.0,Women's Apparel
2016-03-19,67.0,Women's Apparel
2016-03-20,45.0,Women's Apparel
2016-03-21,58.0,Women's Apparel
2016-03-22,40.0,Women's Apparel
2016-03-23,56.0,Women's Apparel
2016-03-24,63.0,Women's Apparel
2016-03-25,85.0,Women's Apparel
2016-03-26,65.0,Women's Apparel
2016-03-27,41.0,Women's Apparel
2016-03-28,57.0,Women's Apparel
2016-03-29,43.0,Women's Apparel
2016-03-30,74.0,Women's Apparel
2016-03-31,64.0,Women's Apparel
2016-04-01,75.0,Women's Apparel
2016-04-02,65.0,Women's Apparel
2016-04-03,56.0,Women's Apparel
2016-04-04,26.0,Women's Apparel
2016-04-05,42.0,Women's Apparel
2016-04-06,69.0,Women's Apparel
2016-04-07,59.0,Women's Apparel
2016-04-08,60.0,Women's Apparel
2016-04-09,46.0,Women's Apparel
2016-04-10,66.0,Women's Apparel
2016-04-11,51.0,Women's Apparel
2016-04-12,52.0,Women's Apparel
2016-04-13,80.0,Women's Apparel
2016-04-14,48.0,Women's Apparel
2016-04-15,71.0,Women's Apparel
2016-04-16,60.0,Women's Apparel
2016-04-17,48.0,Women's Apparel
2016-04-18,95.0,Women's Apparel
2016-04-19,44.0,Women's Apparel
2016-04-20,49.0,Women's Apparel
2016-04-21,92.0,Women's Apparel
2016-04-22,64.0,Women's Apparel
2016-04-23,72.0,Women's Apparel
2016-04-24,38.0,Women's Apparel
2016-04-25,60.0,Women's Apparel
2016-04-26,54.0,Women's Apparel
2016-04-27,55.0,Women's Apparel
2016-04-28,42.0,Women's Apparel
2016-04-29,53.0,Women's Apparel
2016-04-30,48.0,Women's Apparel
2016-05-01,62.0,Women's Apparel
2016-05-02,68.0,Women's Apparel
2016-05-03,32.0,Women's Apparel
2016-05-04,40.0,Women's Apparel
2016-05-05,73.0,Women's Apparel
2016-05-06,61.0,Women's Apparel
2016-05-07,83.0,Women's Apparel
2016-05-08,59.0,Women's Apparel
2016-05-09,47.0,Women's Apparel
2016-05-10,25.0,Women's Apparel
2016-05-11,76.0,Women's Apparel
2016-05-12,50.0,Women's Apparel
2016-05-13,84.0,Women's Apparel
2016-05-14,37.0,Women's Apparel
2016-05-15,78.0,Women's Apparel
2016-05-16,65.0,Women's Apparel
2016-05-17,43.0,Women's Apparel
2016-05-18,61.0,Women's Apparel
2016-05-19,82.0,Women's Apparel
2016-05-20,43.0,Women's Apparel
2016-05-21,75.0,Women's Apparel
2016-05-22,53.0,Women's Apparel
2016-05-23,41.0,Women's Apparel
2016-05-24,69.0,Women's Apparel
2016-05-25,70.0,Women's Apparel
2016-05-26,45.0,Women's Apparel
2016-05-27,45.0,Women's Apparel
2016-05-28,93.0,Women's Apparel
2016-05-29,41.0,Women's Apparel
2016-05-30,71.0,Women's Apparel
2016-05-31,64.0,Women's Apparel
2016-06-01,59.0,Women's Apparel
2016-06-02,52.0,Women's Apparel
2016-06-03,54.0,Women's Apparel
2016-06-04,84.0,Women's Apparel
2016-06-05,64.0,Women's Apparel
2016-06-06,74.0,Women's Apparel
2016-06-07,81.0,Women's Apparel
2016-06-08,65.0,Women's Apparel
2016-06-09,61.0,Women's Apparel
2016-06-10,76.0,Women's Apparel
2016-06-11,70.0,Women's Apparel
2016-06-12,43.0,Women's Apparel
2016-06-13,63.0,Women's Apparel
2016-06-14,46.0,Women's Apparel
2016-06-15,59.0,Women's Apparel
2016-06-16,53.0,Women's Apparel
2016-06-17,40.0,Women's Apparel
2016-06-18,60.0,Women's Apparel
2016-06-19,37.0,Women's Apparel
2016-06-20,40.0,Women's Apparel
2016-06-21,48.0,Women's Apparel
2016-06-22,94.0,Women's Apparel
2016-06-23,67.0,Women's Apparel
2016-06-24,69.0,Women's Apparel
2016-06-25,70.0,Women's Apparel
2016-06-26,75.0,Women's Apparel
2016-06-27,39.0,Women's Apparel
2016-06-28,72.0,Women's Apparel
2016-06-29,28.0,Women's Apparel
2016-06-30,70.0,Women's Apparel
2016-07-01,56.0,Women's Apparel
2016-07-02,56.0,Women's Apparel
2016-07-03,42.0,Women's Apparel
2016-07-04,51.0,Women's Apparel
2016-07-05,56.0,Women's Apparel
2016-07-06,70.0,Women's Apparel
2016-07-07,61.0,Women's Apparel
2016-07-08,59.0,Women's Apparel
2016-07-09,46.0,Women's Apparel
2016-07-10,47.0,Women's Apparel
2016-07-11,72.0,Women's Apparel
2016-07-12,56.0,Women's Apparel
2016-07-13,60.0,Women's Apparel
2016-07-14,33.0,Women's Apparel
2016-07-15,66.0,Women's Apparel
2016-07-16,57.0,Women's Apparel
2016-07-17,61.0,Women's Apparel
2016-07-18,65.0,Women's Apparel
2016-07-19,67.0,Women's Apparel
2016-07-20,55.0,Women's Apparel
2016-07-21,56.0,Women's Apparel
2016-07-22,62.0,Women's Apparel
2016-07-23,50.0,Women's Apparel
2016-07-24,71.0,Women's Apparel
2016-07-25,51.0,Women's Apparel
2016-07-26,89.0,Women's Apparel
2016-07-27,72.0,Women's Apparel
2016-07-28,90.0,Women's Apparel
2016-07-29,74.0,Women's Apparel
2016-07-30,38.0,Women's Apparel
2016-07-31,57.0,Women's Apparel
2016-08-01,78.0,Women's Apparel
2016-08-02,68.0,Women's Apparel
2016-08-03,80.0,Women's Apparel
2016-08-04,40.0,Women's Apparel
2016-08-05,95.0,Women's Apparel
2016-08-06,76.0,Women's Apparel
2016-08-07,52.0,Women's Apparel
2016-08-08,34.0,Women's Apparel
2016-08-09,65.0,Women's Apparel
2016-08-10,59.0,Women's Apparel
2016-08-11,86.0,Women's Apparel
2016-08-12,98.0,Women's Apparel
2016-08-13,84.0,Women's Apparel
2016-08-14,42.0,Women's Apparel
2016-08-15,40.0,Women's Apparel
2016-08-16,66.0,Women's Apparel
2016-08-17,61.0,Women's Apparel
2016-08-18,78.0,Women's Apparel
2016-08-19,48.0,Women's Apparel
2016-08-20,62.0,Women's Apparel
2016-08-21,63.0,Women's Apparel
2016-08-22,72.0,Women's Apparel
2016-08-23,81.0,Women's Apparel
2016-08-24,62.0,Women's Apparel
2016-08-25,58.0,Women's Apparel
2016-08-26,40.0,Women's Apparel
2016-08-27,53.0,Women's Apparel
2016-08-28,37.0,Women's Apparel
2016-08-29,87.0,Women's Apparel
2016-08-30,59.0,Women's Apparel
2016-08-31,78.0,Women's Apparel
2016-09-01,37.0,Women's Apparel
2016-09-02,44.0,Women's Apparel
2016-09-03,49.0,Women's Apparel
2016-09-04,74.0,Women's Apparel
2016-09-05,32.0,Women's Apparel
2016-09-06,71.0,Women's Apparel
2016-09-07,50.0,Women's Apparel
2016-09-08,69.0,Women's Apparel
2016-09-09,39.0,Women's Apparel
2016-09-10,64.0,Women's Apparel
2016-09-11,61.0,Women's Apparel
2016-09-12,104.0,Women's Apparel
2016-09-13,49.0,Women's Apparel
2016-09-14,63.0,Women's Apparel
2016-09-15,42.0,Women's Apparel
2016-09-16,82.0,Women's Apparel
